session,src_ip,src_port,dst_ip,dst_port,connect_ts,close_ts,duration_sec,incomplete,client_version,hassh,arch,has_pty,term_width,term_height,login_attempts,login_success,distinct_usernames_tried,distinct_passwords_tried,commands_count,command_failed_count,file_download_count,file_upload_count,file_download_failed_count,direct_tcpip_count,direct_tcpip_unique_targets,ttylog_fragment_count,ttylog_active_duration_sec,ttylog_total_size,ttylog_shasums,ttylog_any_duplicate,source_file
838992004e14,80.94.92.182,43732,167.99.72.235,22,2026-03-18T04:15:01.164276Z,2026-03-18T04:15:03.676346Z,2.5,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,linux-x64-lsb,False,,,1,True,1,1,1,0,0,0,0,0,0,1,0.3,64,876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,True,cowrie_2026-03-18.json
076c7017eecb,142.93.110.2,57530,167.99.72.235,22,2026-03-18T04:15:03.005592Z,2026-03-18T04:15:06.998539Z,4.0,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
8da58fdeb186,43.252.231.122,47386,167.99.72.235,22,2026-03-18T04:15:19.622732Z,2026-03-18T04:15:19.960522Z,0.3,False,SSH-2.0-libssh2_1.11.1,19532158b559096b89b1a5f7d17175b2,,False,,,1,True,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
e5f3cf99e6f0,130.12.180.51,53146,167.99.72.235,22,2026-03-18T04:15:20.296400Z,2026-03-18T04:15:22.063937Z,1.8,False,SSH-2.0-Go,5f904648ee8964bef0e8834012e26003,,False,,,1,True,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
7248665b74fe,142.93.110.2,52862,167.99.72.235,22,2026-03-18T04:16:02.558226Z,2026-03-18T04:16:06.162433Z,3.6,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
28e86d9be8fc,142.93.110.2,57490,167.99.72.235,22,2026-03-18T04:17:04.083734Z,2026-03-18T04:17:07.951052Z,3.9,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
b6952fceb47c,142.93.110.2,44730,167.99.72.235,22,2026-03-18T04:18:04.816957Z,2026-03-18T04:18:09.299724Z,4.5,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
0aefd1825bd6,80.94.92.182,46890,167.99.72.235,22,2026-03-18T04:18:29.152000Z,2026-03-18T04:18:32.545871Z,3.4,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
d17c9af18d65,142.93.110.2,37796,167.99.72.235,22,2026-03-18T04:19:05.948762Z,2026-03-18T04:19:09.638184Z,3.7,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
d7d967ad66ea,142.93.110.2,56742,167.99.72.235,22,2026-03-18T04:20:04.919481Z,2026-03-18T04:20:08.218445Z,3.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
b08b4a7117cc,142.93.110.2,53556,167.99.72.235,22,2026-03-18T04:21:01.302697Z,2026-03-18T04:21:04.441116Z,3.1,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
5b958d5681ef,142.93.110.2,43696,167.99.72.235,22,2026-03-18T04:21:56.777536Z,2026-03-18T04:21:59.769181Z,3.0,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
f8eff5f35d52,80.94.92.182,50056,167.99.72.235,22,2026-03-18T04:22:02.221656Z,2026-03-18T04:22:04.910134Z,2.7,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
40b2af809561,142.93.110.2,51374,167.99.72.235,22,2026-03-18T04:22:51.585479Z,2026-03-18T04:22:54.624781Z,3.0,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
8c9f610c48ff,142.93.110.2,58538,167.99.72.235,22,2026-03-18T04:23:46.812733Z,2026-03-18T04:23:49.999809Z,3.2,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
6bf0242d9f50,142.93.110.2,44456,167.99.72.235,22,2026-03-18T04:24:42.462476Z,2026-03-18T04:24:45.623481Z,3.2,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
10bfd79d0ba7,80.94.92.182,53218,167.99.72.235,22,2026-03-18T04:25:32.887207Z,2026-03-18T04:25:36.230706Z,3.3,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
99c12f09044e,142.93.110.2,48946,167.99.72.235,22,2026-03-18T04:25:36.169384Z,2026-03-18T04:25:39.368293Z,3.2,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
fad3f6641d40,142.93.110.2,37682,167.99.72.235,22,2026-03-18T04:26:28.665175Z,2026-03-18T04:26:31.917924Z,3.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
d5aa388b5be9,142.93.110.2,43012,167.99.72.235,22,2026-03-18T04:27:24.503911Z,2026-03-18T04:27:29.256287Z,4.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
8e7f30eff4de,142.93.110.2,39804,167.99.72.235,22,2026-03-18T04:28:23.134472Z,2026-03-18T04:28:26.367931Z,3.2,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
de66312fcf4f,45.148.10.121,36358,167.99.72.235,22,2026-03-18T04:29:08.882772Z,2026-03-18T04:29:09.219710Z,0.3,False,SSH-2.0-Go,e54ef3ec27fe1fea7ab64d3fa05359fd,,False,,,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
6fce673288a4,80.94.92.182,56386,167.99.72.235,22,2026-03-18T04:29:07.972747Z,2026-03-18T04:29:11.425806Z,3.5,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
4915eec2f304,142.93.110.2,53024,167.99.72.235,22,2026-03-18T04:29:21.208231Z,2026-03-18T04:29:25.056041Z,3.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,linux-x64-lsb,False,,,1,True,1,1,4,0,0,0,0,0,0,1,0.4,44,a6ee2c8711434300fa8b915abb90fc277982f7cc01a88f7810cfa1ad8ef14853,True,cowrie_2026-03-18.json
2e63ebedaf38,142.93.110.2,50164,167.99.72.235,22,2026-03-18T04:30:20.802913Z,2026-03-18T04:30:24.983822Z,4.2,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,linux-x64-lsb,False,,,1,True,1,1,4,0,0,0,0,0,0,1,0.5,44,a6ee2c8711434300fa8b915abb90fc277982f7cc01a88f7810cfa1ad8ef14853,True,cowrie_2026-03-18.json
1c5bf4ebec28,142.93.110.2,47444,167.99.72.235,22,2026-03-18T04:31:20.963969Z,2026-03-18T04:31:25.662205Z,4.7,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,linux-x64-lsb,False,,,1,True,1,1,4,0,0,0,0,0,0,1,0.6,44,a6ee2c8711434300fa8b915abb90fc277982f7cc01a88f7810cfa1ad8ef14853,True,cowrie_2026-03-18.json
290696afe95b,142.93.110.2,54634,167.99.72.235,22,2026-03-18T04:32:22.539010Z,2026-03-18T04:32:30.156650Z,7.6,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,linux-x64-lsb,False,,,1,True,1,1,4,0,0,0,0,0,0,1,0.6,44,a6ee2c8711434300fa8b915abb90fc277982f7cc01a88f7810cfa1ad8ef14853,True,cowrie_2026-03-18.json
33b9480dc513,80.94.92.182,59520,167.99.72.235,22,2026-03-18T04:32:44.331555Z,2026-03-18T04:32:47.446598Z,3.1,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
e371562e5b0d,142.93.110.2,60276,167.99.72.235,22,2026-03-18T04:33:18.091467Z,2026-03-18T04:33:21.260743Z,3.2,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
7df80d3a590c,142.93.110.2,54808,167.99.72.235,22,2026-03-18T04:34:06.930681Z,2026-03-18T04:34:09.798184Z,2.9,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
224e0e8c55c4,142.93.110.2,50904,167.99.72.235,22,2026-03-18T04:34:57.971208Z,2026-03-18T04:35:00.718833Z,2.7,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
b47ef129005e,142.93.110.2,42398,167.99.72.235,22,2026-03-18T04:35:48.909266Z,2026-03-18T04:35:52.054025Z,3.1,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
5195a7584863,80.94.92.182,34424,167.99.72.235,22,2026-03-18T04:36:20.656477Z,2026-03-18T04:36:24.283417Z,3.6,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
cffdb7fc6295,142.93.110.2,45884,167.99.72.235,22,2026-03-18T04:36:40.242354Z,2026-03-18T04:36:43.024738Z,2.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
e7624f09958c,142.93.110.2,34948,167.99.72.235,22,2026-03-18T04:37:28.452205Z,2026-03-18T04:37:31.124012Z,2.7,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
747550b5e1ad,142.93.110.2,39828,167.99.72.235,22,2026-03-18T04:38:16.986172Z,2026-03-18T04:38:20.037827Z,3.1,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
dc0973faafa2,142.93.110.2,49748,167.99.72.235,22,2026-03-18T04:39:05.083738Z,2026-03-18T04:39:08.369460Z,3.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
fc7f6ab48a85,142.93.110.2,52936,167.99.72.235,22,2026-03-18T04:39:55.032001Z,2026-03-18T04:39:57.928208Z,2.9,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
c30e8bc44455,80.94.92.182,37616,167.99.72.235,22,2026-03-18T04:39:59.685718Z,2026-03-18T04:40:02.682584Z,3.0,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
51ce447b811e,142.93.110.2,50734,167.99.72.235,22,2026-03-18T04:40:44.513496Z,2026-03-18T04:40:47.836388Z,3.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,linux-x64-lsb,False,,,1,True,1,1,4,0,0,0,0,0,0,1,0.4,44,a6ee2c8711434300fa8b915abb90fc277982f7cc01a88f7810cfa1ad8ef14853,True,cowrie_2026-03-18.json
82c34486439e,142.93.110.2,37174,167.99.72.235,22,2026-03-18T04:41:33.154203Z,2026-03-18T04:41:36.267327Z,3.1,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
d2fa549bfec2,142.93.110.2,48938,167.99.72.235,22,2026-03-18T04:42:23.864711Z,2026-03-18T04:42:26.582844Z,2.7,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
0441261ded38,142.93.110.2,45746,167.99.72.235,22,2026-03-18T04:43:13.285055Z,2026-03-18T04:43:16.613031Z,3.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
67f8df0b452d,80.94.92.182,40804,167.99.72.235,22,2026-03-18T04:43:40.887465Z,2026-03-18T04:43:43.843900Z,3.0,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
0b21b1da8d66,142.93.110.2,42596,167.99.72.235,22,2026-03-18T04:44:04.824312Z,2026-03-18T04:44:08.211973Z,3.4,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
2864aa81319c,142.93.110.2,36634,167.99.72.235,22,2026-03-18T04:44:57.106094Z,2026-03-18T04:45:00.426787Z,3.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
380c669b9ab0,80.94.92.182,43988,167.99.72.235,22,2026-03-18T04:47:09.270339Z,2026-03-18T04:47:11.789887Z,2.5,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
79c94adc0d5b,80.94.92.182,47148,167.99.72.235,22,2026-03-18T04:50:31.636217Z,2026-03-18T04:50:34.307818Z,2.7,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
d9f0b6bf382e,46.101.166.142,48988,167.99.72.235,22,2026-03-18T04:51:05.417523Z,2026-03-18T04:51:05.567759Z,0.1,False,,,,False,,,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
4fdba18b538e,46.101.166.142,55560,167.99.72.235,22,2026-03-18T04:52:06.290204Z,2026-03-18T04:52:08.075907Z,1.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
883f207e2361,46.101.166.142,47470,167.99.72.235,22,2026-03-18T04:52:51.584933Z,2026-03-18T04:52:53.554742Z,2.0,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
c33536db5d9b,46.101.166.142,50580,167.99.72.235,22,2026-03-18T04:53:35.989539Z,2026-03-18T04:53:38.270753Z,2.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
474455f6d781,80.94.92.182,50328,167.99.72.235,22,2026-03-18T04:53:57.938550Z,2026-03-18T04:54:01.213779Z,3.3,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
205b6fefb427,46.101.166.142,43868,167.99.72.235,22,2026-03-18T04:54:18.709935Z,2026-03-18T04:54:20.693644Z,2.0,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
fd217eec472a,46.101.166.142,55212,167.99.72.235,22,2026-03-18T04:55:00.642026Z,2026-03-18T04:55:02.399602Z,1.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
87230b769e0d,46.101.166.142,36402,167.99.72.235,22,2026-03-18T04:55:40.837198Z,2026-03-18T04:55:42.947629Z,2.1,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
200eba271618,46.101.166.142,56732,167.99.72.235,22,2026-03-18T04:56:14.517735Z,2026-03-18T04:56:16.739258Z,2.2,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
3baa4e645dfa,46.101.166.142,41626,167.99.72.235,22,2026-03-18T04:56:47.189159Z,2026-03-18T04:56:49.209524Z,2.0,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
84d26f98c35f,46.101.166.142,44822,167.99.72.235,22,2026-03-18T04:57:20.214234Z,2026-03-18T04:57:22.212256Z,2.0,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
b0b24316f0a3,80.94.92.182,53494,167.99.72.235,22,2026-03-18T04:57:28.253712Z,2026-03-18T04:57:31.106682Z,2.9,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
f5a3de74c7ac,46.101.166.142,57594,167.99.72.235,22,2026-03-18T04:57:58.597370Z,2026-03-18T04:57:58.714318Z,0.1,False,,,,False,,,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
2a0f9cfea394,46.101.166.142,60484,167.99.72.235,22,2026-03-18T04:57:58.863309Z,2026-03-18T04:58:00.852944Z,2.0,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
8156c3c48cb6,46.101.166.142,49606,167.99.72.235,22,2026-03-18T04:58:35.199326Z,2026-03-18T04:58:35.207721Z,0.0,False,,,,False,,,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
e4231ac36752,46.101.166.142,49616,167.99.72.235,22,2026-03-18T04:58:35.366501Z,2026-03-18T04:58:37.187708Z,1.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
6842588992d5,46.101.166.142,50892,167.99.72.235,22,2026-03-18T04:59:09.313670Z,2026-03-18T04:59:11.139795Z,1.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
cb5ff8eb3a93,46.101.166.142,35952,167.99.72.235,22,2026-03-18T04:59:42.328338Z,2026-03-18T04:59:44.144416Z,1.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
cb31f7b8575d,46.101.166.142,43882,167.99.72.235,22,2026-03-18T05:00:16.331629Z,2026-03-18T05:00:17.940104Z,1.6,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,linux-x64-lsb,False,,,1,True,1,1,4,0,0,0,0,0,0,1,0.2,44,a6ee2c8711434300fa8b915abb90fc277982f7cc01a88f7810cfa1ad8ef14853,True,cowrie_2026-03-18.json
b0a63665d8a0,46.101.166.142,48372,167.99.72.235,22,2026-03-18T05:00:47.790405Z,2026-03-18T05:00:50.043319Z,2.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
644e8a5f59ab,80.94.92.182,56620,167.99.72.235,22,2026-03-18T05:00:59.304525Z,2026-03-18T05:01:01.823421Z,2.5,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,linux-x64-lsb,False,,,1,True,1,1,1,0,0,0,0,0,0,1,0.3,64,876deb10d4cf5b5c092011cec255ceaeaef66174cc3b5964b8eb53b60d9cab81,True,cowrie_2026-03-18.json
d3f4e428b529,46.101.166.142,40642,167.99.72.235,22,2026-03-18T05:01:19.971327Z,2026-03-18T05:01:21.807421Z,1.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
52d27721077f,46.101.166.142,36410,167.99.72.235,22,2026-03-18T05:01:51.283222Z,2026-03-18T05:01:53.101386Z,1.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
17891a1bdae6,46.101.166.142,37112,167.99.72.235,22,2026-03-18T05:02:23.293592Z,2026-03-18T05:02:25.586843Z,2.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
6e1a95ae8a02,46.101.166.142,35420,167.99.72.235,22,2026-03-18T05:02:54.314459Z,2026-03-18T05:02:56.581141Z,2.3,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
2c4bb032e54c,46.101.166.142,52020,167.99.72.235,22,2026-03-18T05:03:25.775355Z,2026-03-18T05:03:28.013098Z,2.2,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
aae5fb20990c,123.209.119.41,50284,167.99.72.235,22,2026-03-18T05:03:38.584335Z,2026-03-18T05:03:38.585903Z,0.0,False,,,,False,,,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
9422d8a65104,46.101.166.142,48540,167.99.72.235,22,2026-03-18T05:03:56.914936Z,2026-03-18T05:03:58.853329Z,1.9,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
dfbccee1ce1f,80.94.92.182,59792,167.99.72.235,22,2026-03-18T05:04:22.347750Z,2026-03-18T05:04:25.310184Z,3.0,False,SSH-2.0-Go,16443846184eafde36765c9bab2f4397,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
3cab5d941279,46.101.166.142,48776,167.99.72.235,22,2026-03-18T05:04:28.521642Z,2026-03-18T05:04:29.878770Z,1.4,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,linux-x64-lsb,False,,,1,True,1,1,4,0,0,0,0,0,0,1,0.2,44,a6ee2c8711434300fa8b915abb90fc277982f7cc01a88f7810cfa1ad8ef14853,True,cowrie_2026-03-18.json
fefaaba0c410,46.101.166.142,53940,167.99.72.235,22,2026-03-18T05:05:01.048976Z,2026-03-18T05:05:02.812418Z,1.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
cc035664129b,45.148.10.121,59186,167.99.72.235,22,2026-03-18T05:05:05.443662Z,2026-03-18T05:05:06.608175Z,1.2,False,SSH-2.0-Go,bf7dbf67fa9b26ee9f9deb99c49320ba,,False,,,1,True,1,1,0,0,0,0,0,1,1,0,0.0,0,,False,cowrie_2026-03-18.json
1ca366a31927,45.148.10.121,59202,167.99.72.235,22,2026-03-18T05:05:06.772125Z,2026-03-18T05:05:07.938464Z,1.2,False,SSH-2.0-Go,bf7dbf67fa9b26ee9f9deb99c49320ba,,False,,,1,True,1,1,0,0,0,0,0,1,1,0,0.0,0,,False,cowrie_2026-03-18.json
ec483b1748cc,46.101.166.142,40658,167.99.72.235,22,2026-03-18T05:05:33.266782Z,2026-03-18T05:05:35.228329Z,2.0,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
054c5789e59e,46.101.166.142,34908,167.99.72.235,22,2026-03-18T05:06:06.539667Z,2026-03-18T05:06:08.324340Z,1.8,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
a708783db83e,46.101.166.142,59354,167.99.72.235,22,2026-03-18T05:06:38.889578Z,2026-03-18T05:06:41.077770Z,2.2,False,SSH-2.0-Go,2ec37a7cc8daf20b10e1ad6221061ca5,,False,,,1,False,1,1,0,0,0,0,0,0,0,0,0.0,0,,False,cowrie_2026-03-18.json
